N,logits_ece,acc,unc_acc,unc_auroc,unc_ece,dataset,split,ts,model_name,train_mode,eval_mode,fuzzy_gpt-3.5-turbo-1106_acc,fuzzy_gpt-3.5-turbo-1106_unc_acc,fuzzy_gpt-3.5-turbo-1106_unc_auroc,fuzzy_gpt-3.5-turbo-1106_unc_ece
8,0.2892436720430851,0.5,0.75,0.4375,0.16717343032360077,mmlu:college_chemistry,validation,1.5960121699608862,llama2_7b,choice,choice,,,,
100,0.032890627086162555,0.3799999952316284,0.5600000023841858,0.5649405772495757,0.10042951703071595,mmlu:college_chemistry,test,17.289100375026464,llama2_7b,choice,choice,,,,
11,0.3420012484897267,0.5454545617103577,0.7272727489471436,0.6333333333333333,0.09820052168586037,mmlu:college_computer_science,validation,2.866351356729865,llama2_7b,choice,choice,,,,
100,0.1280004048347473,0.35999998450279236,0.47999998927116394,0.6319444444444444,0.15446908473968507,mmlu:college_computer_science,test,25.989061968866736,llama2_7b,choice,choice,,,,
11,0.03877500783313405,0.27272728085517883,0.6363636255264282,0.16666666666666666,0.23662409457293423,mmlu:college_mathematics,validation,2.060546675696969,llama2_7b,choice,choice,,,,
100,0.054067380130290985,0.3400000035762787,0.5600000023841858,0.6343582887700534,0.03451708078384402,mmlu:college_mathematics,test,17.30486492579803,llama2_7b,choice,choice,,,,
22,0.2142181071368131,0.4545454680919647,0.40909093618392944,0.5666666666666667,0.32996419343081385,mmlu:college_medicine,validation,3.7721268692985177,llama2_7b,choice,choice,,,,
173,0.11501230221952316,0.39306357502937317,0.4393063485622406,0.6292016806722689,0.2793041340188484,mmlu:college_medicine,test,39.967421696987,llama2_7b,choice,choice,,,,
11,0.21258875998583704,0.5454545617103577,0.5454545617103577,0.5333333333333333,0.185715296051719,mmlu:college_physics,validation,1.7676662309095263,llama2_7b,choice,choice,,,,
102,0.22993910575614251,0.2450980544090271,0.5882353186607361,0.40935064935064935,0.15749403249983696,mmlu:college_physics,test,15.103582268115133,llama2_7b,choice,choice,,,,
11,0.22450180216269058,0.5454545617103577,0.7272727489471436,0.7666666666666666,0.188430287621238,mmlu:computer_security,validation,1.7020811620168388,llama2_7b,choice,choice,,,,
100,0.08922634243965148,0.5699999928474426,0.6100000143051147,0.5862913096695226,0.12441659688949587,mmlu:computer_security,test,12.764286846388131,llama2_7b,choice,choice,,,,
26,0.18823484159432927,0.42307692766189575,0.6153846383094788,0.34545454545454546,0.04262561752245978,mmlu:conceptual_physics,validation,2.650234506931156,llama2_7b,choice,choice,,,,
235,0.07460749441004814,0.42978721857070923,0.5361701846122742,0.4978572484114083,0.11644166758719914,mmlu:conceptual_physics,test,22.659956952091306,llama2_7b,choice,choice,,,,
12,0.22660113126039508,0.1666666716337204,0.5833333730697632,0.14999999999999997,0.03329059978326161,mmlu:econometrics,validation,2.3666772302240133,llama2_7b,choice,choice,,,,
114,0.160347292036341,0.2631579041481018,0.5350877046585083,0.6948412698412698,0.10620302171037907,mmlu:econometrics,test,21.53002143697813,llama2_7b,choice,choice,,,,
16,0.2047780603170395,0.5625,0.625,0.46031746031746035,0.17381786555051804,mmlu:electrical_engineering,validation,2.1764633068814874,llama2_7b,choice,choice,,,,
145,0.06166888701504676,0.41379308700561523,0.5034482479095459,0.5233333333333333,0.18290567521391246,mmlu:electrical_engineering,test,18.79284348571673,llama2_7b,choice,choice,,,,
41,0.14025519025035021,0.24390242993831635,0.2926829159259796,0.2516129032258065,0.4410868461539106,mmlu:elementary_mathematics,validation,6.941825516056269,llama2_7b,choice,choice,,,,
378,0.07987583432563398,0.23544973134994507,0.357142835855484,0.49475137047548695,0.29596780689935837,mmlu:elementary_mathematics,test,61.50822301115841,llama2_7b,choice,choice,,,,
14,0.130864645753588,0.2142857313156128,0.5714285969734192,0.45454545454545453,0.13519981929234096,mmlu:formal_logic,validation,3.387435161974281,llama2_7b,choice,choice,,,,
126,0.06414164673714412,0.3809524178504944,0.6111111640930176,0.4099893162393162,0.05788111260959081,mmlu:formal_logic,test,23.985832845792174,llama2_7b,choice,choice,,,,
10,0.3176395118236542,0.0,0.800000011920929,,0.2925922393798828,mmlu:global_facts,validation,1.4411990670487285,llama2_7b,choice,choice,,,,
100,0.09342762321233748,0.3400000035762787,0.5099999904632568,0.573529411764706,0.11444991588592532,mmlu:global_facts,test,13.106270010117441,llama2_7b,choice,choice,,,,
32,0.181044046767056,0.34375,0.5625,0.6883116883116882,0.26333955116569996,mmlu:high_school_biology,validation,5.298727970104665,llama2_7b,choice,choice,,,,
310,0.05201598828838717,0.47741934657096863,0.522580623626709,0.6340298631965299,0.2043506876114876,mmlu:high_school_biology,test,50.720324125140905,llama2_7b,choice,choice,,,,
22,0.1400937952778556,0.3636363744735718,0.5909091234207153,0.7589285714285715,0.21360514651645313,mmlu:high_school_chemistry,validation,3.680306287948042,llama2_7b,choice,choice,,,,
203,0.0769685204393171,0.3645320236682892,0.467980295419693,0.5737481667714226,0.18648086745163497,mmlu:high_school_chemistry,test,32.11588848289102,llama2_7b,choice,choice,,,,
9,0.28806057572364796,0.5555555820465088,0.4444444477558136,0.6000000000000001,0.2831749386257595,mmlu:high_school_computer_science,validation,2.7245741710066795,llama2_7b,choice,choice,,,,
100,0.11607320010662078,0.3700000047683716,0.5399999618530273,0.5454740454740455,0.10032615423202515,mmlu:high_school_computer_science,test,29.723310838919133,llama2_7b,choice,choice,,,,
22,0.1442040042443709,0.7272727489471436,0.5909091234207153,0.7291666666666666,0.1466248550198295,mmlu:high_school_geography,validation,2.706533297896385,llama2_7b,choice,choice,,,,
198,0.09743383571957097,0.49494948983192444,0.5404040217399597,0.6052551020408163,0.12296214880365312,mmlu:high_school_geography,test,24.13745568273589,llama2_7b,choice,choice,,,,
21,0.10629567362013317,0.5714285969734192,0.5714285969734192,0.6944444444444444,0.14673268795013428,mmlu:high_school_government_and_politics,validation,3.135328152216971,llama2_7b,choice,choice,,,,
193,0.07709574560427294,0.6839377880096436,0.6839377880096436,0.6955414803775459,0.05108680348322179,mmlu:high_school_government_and_politics,test,28.08954467996955,llama2_7b,choice,choice,,,,
43,0.1392642717028773,0.3255814015865326,0.3255814015865326,0.5024630541871922,0.4031938771868861,mmlu:high_school_macroeconomics,validation,5.43916077259928,llama2_7b,choice,choice,,,,
390,0.03156019563858327,0.4435897469520569,0.48974359035491943,0.598492315068858,0.23720889718104632,mmlu:high_school_macroeconomics,test,48.818155301734805,llama2_7b,choice,choice,,,,
29,0.13491651724124776,0.4482758641242981,0.5862069129943848,0.27403846153846156,0.06560764641597354,mmlu:high_school_mathematics,validation,4.630914055742323,llama2_7b,choice,choice,,,,
270,0.03309374628243622,0.28148147463798523,0.5518518686294556,0.5417797069994574,0.0352946709703516,mmlu:high_school_mathematics,test,41.80696285190061,llama2_7b,choice,choice,,,,
26,0.20861088427213517,0.3076923191547394,0.46153849363327026,0.8055555555555556,0.2110745562956884,mmlu:high_school_microeconomics,validation,3.2758860760368407,llama2_7b,choice,choice,,,,
238,0.09542872374799069,0.4495798647403717,0.47478994727134705,0.6160376685453379,0.20731214339993587,mmlu:high_school_microeconomics,test,30.24552221922204,llama2_7b,choice,choice,,,,
17,0.0683927851564744,0.29411765933036804,0.4117647111415863,0.6,0.183454972856185,mmlu:high_school_physics,validation,3.1054706210270524,llama2_7b,choice,choice,,,,
151,0.08500831154798041,0.2781457006931305,0.38410595059394836,0.4844910441240716,0.22833482477049163,mmlu:high_school_physics,test,26.071333781816065,llama2_7b,choice,choice,,,,
60,0.16206413507461548,0.6666666865348816,0.6666666865348816,0.601875,0.08823228279749554,mmlu:high_school_psychology,validation,9.61674099508673,llama2_7b,choice,choice,,,,
545,0.08431016540308613,0.6385321021080017,0.6220183372497559,0.6032805297858685,0.10585238944499863,mmlu:high_school_psychology,test,88.44137656223029,llama2_7b,choice,choice,,,,
23,0.1365445126657901,0.3913043439388275,0.52173912525177,0.6349206349206349,0.1347023844718933,mmlu:high_school_statistics,validation,5.804115817882121,llama2_7b,choice,choice,,,,
216,0.1113107421055988,0.25462964177131653,0.46759259700775146,0.5168831168831169,0.14285228898127875,mmlu:high_school_statistics,test,55.89040675992146,llama2_7b,choice,choice,,,,
22,0.282535351135514,0.6818181872367859,0.6818181872367859,0.3142857142857143,0.12602596662261273,mmlu:high_school_us_history,validation,21.642328904941678,llama2_7b,choice,choice,,,,
204,0.11903949388686351,0.5980392098426819,0.6029412150382996,0.612405037984806,0.08062704287323297,mmlu:high_school_us_history,test,192.05547555722296,llama2_7b,choice,choice,,,,
23,0.2809789556524028,0.6521739363670349,0.6086956858634949,0.5583333333333333,0.14402182465014252,mmlu:human_aging,validation,2.389809228014201,llama2_7b,choice,choice,,,,
223,0.07518315649353334,0.5515695214271545,0.5201793909072876,0.5924796747967479,0.16912438757216447,mmlu:human_aging,test,22.36127217998728,llama2_7b,choice,choice,,,,
12,0.26402338594198227,0.5833333730697632,0.75,0.8,0.11879666646321614,mmlu:human_sexuality,validation,1.4606353607960045,llama2_7b,choice,choice,,,,
131,0.08122670195484889,0.5343511700630188,0.5114504098892212,0.49156908665105387,0.14604375289596674,mmlu:human_sexuality,test,15.445458874106407,llama2_7b,choice,choice,,,,
13,0.2052622208228478,0.8461538553237915,0.692307710647583,0.6363636363636364,0.17207558338458723,mmlu:international_law,validation,2.7150981053709984,llama2_7b,choice,choice,,,,
121,0.07261978668614853,0.6198346614837646,0.6694214344024658,0.5666666666666668,0.12878814167227629,mmlu:international_law,test,23.53784168418497,llama2_7b,choice,choice,,,,
11,0.2205446470867504,0.5454545617103577,0.6363636255264282,0.7333333333333333,0.08148620887236162,mmlu:jurisprudence,validation,1.516364446375519,llama2_7b,choice,choice,,,,
108,0.1359325937098927,0.5,0.5740740895271301,0.5257201646090536,0.054066262863300456,mmlu:jurisprudence,test,13.818672809749842,llama2_7b,choice,choice,,,,
18,0.1694058063957426,0.7222222089767456,0.6111111044883728,0.4,0.1634913351800707,mmlu:logical_fallacies,validation,2.5464170882478356,llama2_7b,choice,choice,,,,
163,0.10805745450265569,0.558282196521759,0.5337423086166382,0.4056013431013431,0.10255528629923162,mmlu:logical_fallacies,test,22.802084679249674,llama2_7b,choice,choice,,,,
11,0.1587033515626734,0.1818181872367859,0.8181818723678589,0.7777777777777779,0.2307405092499473,mmlu:machine_learning,validation,2.269256600178778,llama2_7b,choice,choice,,,,
112,0.07231726204710348,0.4017857313156128,0.6071428656578064,0.4398009950248756,0.044252514306988004,mmlu:machine_learning,test,22.115383084863424,llama2_7b,choice,choice,,,,
11,0.31559918414462695,0.27272728085517883,0.5454545617103577,0.625,0.2109360694885254,mmlu:management,validation,1.10107844742015,llama2_7b,choice,choice,,,,
103,0.1128544046462161,0.6019417643547058,0.6019417643547058,0.6123131392604249,0.07540450223441263,mmlu:management,test,9.424663782119751,llama2_7b,choice,choice,,,,
25,0.2445056021213532,0.7999999523162842,0.7199999690055847,0.6699999999999999,0.10019187450408937,mmlu:marketing,validation,3.3497691368684173,llama2_7b,choice,choice,,,,
234,0.08369208260988578,0.6794872283935547,0.6452991962432861,0.6245702306079666,0.04029165679572993,mmlu:marketing,test,29.78887425130233,llama2_7b,choice,choice,,,,
11,0.1461060480637984,0.8181818723678589,0.7272727489471436,0.7222222222222222,0.23769787766716696,mmlu:medical_genetics,validation,1.4299561730585992,llama2_7b,choice,choice,,,,
100,0.10231235802173613,0.4899999797344208,0.6499999761581421,0.5396158463385354,0.06791745543479923,mmlu:medical_genetics,test,11.476417641155422,llama2_7b,choice,choice,,,,
38,0.17260245194560606,0.3684210479259491,0.6052631735801697,0.6428571428571428,0.06640422657916421,mmlu:moral_disputes,validation,5.626349119935185,llama2_7b,choice,choice,,,,
346,0.08882301968301651,0.5,0.5433526039123535,0.5145176918707608,0.10302893739904281,mmlu:moral_disputes,test,51.09587521292269,llama2_7b,choice,choice,,,,
33,0.166941144249656,0.6363636255264282,0.575757622718811,0.4880952380952381,0.1519577719948509,mmlu:nutrition,validation,6.210490095894784,llama2_7b,choice,choice,,,,
306,0.04637104058577346,0.5,0.5588235259056091,0.5091631423811356,0.09556801880107207,mmlu:nutrition,test,57.276010365691036,llama2_7b,choice,choice,,,,
34,0.23233361191609328,0.38235294818878174,0.6176470518112183,0.6538461538461539,0.09689515478470748,mmlu:philosophy,validation,3.8845141078345478,llama2_7b,choice,choice,,,,
311,0.06321764845173461,0.5723472833633423,0.581993579864502,0.4950367491763116,0.04800779049036202,mmlu:philosophy,test,34.26064488105476,llama2_7b,choice,choice,,,,
35,0.18537056701523916,0.4000000059604645,0.5428571701049805,0.7312925170068028,0.1488580908094134,mmlu:prehistory,validation,6.097642996348441,llama2_7b,choice,choice,,,,
324,0.08157189475533404,0.5154321193695068,0.5277777910232544,0.5808192532133185,0.1383729978108112,mmlu:prehistory,test,54.34063058393076,llama2_7b,choice,choice,,,,
69,0.12735103092331818,0.4057971239089966,0.52173912525177,0.5866724738675958,0.1152158059935639,mmlu:professional_psychology,validation,12.881097577046603,llama2_7b,choice,choice,,,,
612,0.05425680199869318,0.4264706075191498,0.5032680034637451,0.5825119254238028,0.13509263107979222,mmlu:professional_psychology,test,108.85832861298695,llama2_7b,choice,choice,,,,
12,0.18688620378573736,0.4166666865348816,0.4166666865348816,0.6857142857142857,0.2869807233413061,mmlu:public_relations,validation,1.8219989640638232,llama2_7b,choice,choice,,,,
110,0.12326701716943221,0.5181818008422852,0.5090909004211426,0.5013240648791791,0.1401268325068734,mmlu:public_relations,test,14.866398796904832,llama2_7b,choice,choice,,,,
27,0.12266812390751308,0.4444444477558136,0.6666666865348816,0.5166666666666666,0.20805234379238552,mmlu:security_studies,validation,11.696355212014169,llama2_7b,choice,choice,,,,
245,0.06686869227156347,0.4693877398967743,0.5632652640342712,0.6017391304347826,0.10371979475021365,mmlu:security_studies,test,106.1834853310138,llama2_7b,choice,choice,,,,
22,0.1639018695462834,0.6363636255264282,0.7727273106575012,0.6428571428571429,0.17412291331724689,mmlu:sociology,validation,3.034083853941411,llama2_7b,choice,choice,,,,
201,0.08370824536280846,0.641791045665741,0.6467661261558533,0.5957149009474592,0.06912400829258249,mmlu:sociology,test,27.912260469049215,llama2_7b,choice,choice,,,,
11,0.2221881720152768,0.4545454680919647,0.7272727489471436,0.6666666666666667,0.31337597695263947,mmlu:us_foreign_policy,validation,1.5679013337939978,llama2_7b,choice,choice,,,,
100,0.07565865606069566,0.6499999761581421,0.6399999856948853,0.5259340659340659,0.07999681651592257,mmlu:us_foreign_policy,test,12.994238237850368,llama2_7b,choice,choice,,,,
18,0.34210363692707485,0.3888888955116272,0.3888888955116272,0.5844155844155844,0.2872968547874027,mmlu:virology,validation,2.6869327472522855,llama2_7b,choice,choice,,,,
166,0.1310483037707317,0.41566264629364014,0.4518072009086609,0.4757209024353803,0.20618521556796798,mmlu:virology,test,19.41527558164671,llama2_7b,choice,choice,,,,
19,0.24312088834611995,0.7894737124443054,0.5789473652839661,0.33333333333333337,0.07652087588059274,mmlu:world_religions,validation,1.7269439906813204,llama2_7b,choice,choice,,,,
171,0.149397482474645,0.7134503126144409,0.5789473652839661,0.44948143191702916,0.06822290685441759,mmlu:world_religions,test,14.519255785737187,llama2_7b,choice,choice,,,,
11,0.29379816759716376,0.4545454680919647,0.4545454680919647,0.23333333333333336,0.3467485471205278,mmlu:abstract_algebra,validation,5.036942113190889,llama2_13b_chat,choice,choice,,,,
100,0.16200531616806985,0.28999999165534973,0.4599999785423279,0.41330743079164645,0.18715773701667784,mmlu:abstract_algebra,test,19.29186688736081,llama2_13b_chat,choice,choice,,,,
14,0.20662898250988554,0.5714285969734192,0.4285714626312256,0.47916666666666663,0.25191038421222145,mmlu:anatomy,validation,2.8683422058820724,llama2_13b_chat,choice,choice,,,,
135,0.19448365834024214,0.5111110806465149,0.5777777433395386,0.6054018445322793,0.14030720437014546,mmlu:anatomy,test,27.40001267194748,llama2_13b_chat,choice,choice,,,,
16,0.11424661241471767,0.625,0.75,0.5166666666666666,0.146540567278862,mmlu:astronomy,validation,5.035607013851404,llama2_13b_chat,choice,choice,,,,
152,0.245416279097921,0.5657894611358643,0.5723684430122375,0.5525898520084567,0.10696384977353249,mmlu:astronomy,test,46.877386815845966,llama2_13b_chat,choice,choice,,,,
11,0.22440953959118237,0.5454545617103577,0.7272727489471436,0.7333333333333333,0.2012151208790866,mmlu:business_ethics,validation,3.455784149467945,llama2_13b_chat,choice,choice,,,,
100,0.24410267770290378,0.5299999713897705,0.6399999856948853,0.7310317141710156,0.12714961707592012,mmlu:business_ethics,test,30.765335265547037,llama2_13b_chat,choice,choice,,,,
29,0.3209612348984028,0.517241358757019,0.5517241358757019,0.5380952380952381,0.33780766150047037,mmlu:clinical_knowledge,validation,6.955583181232214,llama2_13b_chat,choice,choice,,,,
265,0.20924414148870502,0.5660377740859985,0.5849056839942932,0.6402898550724637,0.2338558604132454,mmlu:clinical_knowledge,test,60.539891958236694,llama2_13b_chat,choice,choice,,,,
16,0.20605568774044514,0.5625,0.625,0.5714285714285714,0.31913210079073906,mmlu:college_biology,validation,4.425133552402258,llama2_13b_chat,choice,choice,,,,
144,0.1936526567571693,0.5833333134651184,0.5902777910232544,0.557936507936508,0.12877733384569484,mmlu:college_biology,test,38.42077350616455,llama2_13b_chat,choice,choice,,,,
8,0.5105344615876675,0.125,0.375,0.8571428571428572,0.40367621928453445,mmlu:college_chemistry,validation,2.6090672090649605,llama2_13b_chat,choice,choice,,,,
100,0.2275681433081627,0.3700000047683716,0.47999998927116394,0.572930072930073,0.2665808790922165,mmlu:college_chemistry,test,29.206071570515633,llama2_13b_chat,choice,choice,,,,
11,0.15991395170038397,0.5454545617103577,0.4545454680919647,0.6,0.19814736192876642,mmlu:college_computer_science,validation,4.801807664334774,llama2_13b_chat,choice,choice,,,,
100,0.15642848163843157,0.5399999618530273,0.5,0.4472624798711755,0.1613986897468567,mmlu:college_computer_science,test,43.09007290005684,llama2_13b_chat,choice,choice,,,,
11,0.25650960748845886,0.27272728085517883,0.6363636255264282,0.41666666666666663,0.2525199272415855,mmlu:college_mathematics,validation,3.479535724967718,llama2_13b_chat,choice,choice,,,,
100,0.2351979598402977,0.3499999940395355,0.47999998927116394,0.56,0.133512601852417,mmlu:college_mathematics,test,29.627770897001028,llama2_13b_chat,choice,choice,,,,
22,0.44382848387414764,0.3636363744735718,0.40909093618392944,0.6696428571428572,0.3644780164415186,mmlu:college_medicine,validation,6.373677302151918,llama2_13b_chat,choice,choice,,,,
173,0.2904427091165775,0.4624277353286743,0.5433526039123535,0.6513440860215054,0.18219597181143787,mmlu:college_medicine,test,57.77925503998995,llama2_13b_chat,choice,choice,,,,
11,0.3878866867585615,0.4545454680919647,0.5454545617103577,0.6000000000000001,0.12118115750226108,mmlu:college_physics,validation,2.9309351556003094,llama2_13b_chat,choice,choice,,,,
102,0.370677268096045,0.2450980544090271,0.529411792755127,0.6174025974025974,0.12474997721466365,mmlu:college_physics,test,26.328570138663054,llama2_13b_chat,choice,choice,,,,
11,0.45247231830250134,0.6363636255264282,0.6363636255264282,0.6428571428571428,0.30370105938477954,mmlu:computer_security,validation,2.8772139735519886,llama2_13b_chat,choice,choice,,,,
100,0.2238504680991173,0.6499999761581421,0.699999988079071,0.7424175824175825,0.11065117299556734,mmlu:computer_security,test,21.95774706453085,llama2_13b_chat,choice,choice,,,,
26,0.31387063173147345,0.46153849363327026,0.692307710647583,0.6190476190476191,0.1257164707550636,mmlu:conceptual_physics,validation,4.670250795781612,llama2_13b_chat,choice,choice,,,,
235,0.3247843713202375,0.4127659499645233,0.5744680762290955,0.5729493500672345,0.1028108424328743,mmlu:conceptual_physics,test,39.51338516548276,llama2_13b_chat,choice,choice,,,,
12,0.49937231590350467,0.3333333432674408,0.3333333432674408,0.53125,0.40851569175720215,mmlu:econometrics,validation,3.907022275030613,llama2_13b_chat,choice,choice,,,,
114,0.30435455237564285,0.31578946113586426,0.3947368562221527,0.545405982905983,0.3064419804957875,mmlu:econometrics,test,36.27259403094649,llama2_13b_chat,choice,choice,,,,
16,0.39805904775857925,0.5,0.625,0.765625,0.07388580963015559,mmlu:electrical_engineering,validation,3.9132087379693985,llama2_13b_chat,choice,choice,,,,
145,0.2309398133179237,0.4965517222881317,0.5103448033332825,0.5019025875190258,0.16278440459021207,mmlu:electrical_engineering,test,33.09578661248088,llama2_13b_chat,choice,choice,,,,
41,0.25017098609994093,0.4146341383457184,0.4878048598766327,0.6397058823529412,0.2056451076414527,mmlu:elementary_mathematics,validation,12.043550692498684,llama2_13b_chat,choice,choice,,,,
378,0.31418251179198114,0.3253968060016632,0.5052909851074219,0.5029491471385302,0.19690489879360906,mmlu:elementary_mathematics,test,106.93241550400853,llama2_13b_chat,choice,choice,,,,
14,0.5272892628397261,0.0714285746216774,0.2142857313156128,0.0,0.524597874709538,mmlu:formal_logic,validation,4.658260725438595,llama2_13b_chat,choice,choice,,,,
126,0.32209860214165287,0.2857142984867096,0.3095238208770752,0.677932098765432,0.48552296653626453,mmlu:formal_logic,test,40.53512832149863,llama2_13b_chat,choice,choice,,,,
10,0.47349956631660467,0.20000000298023224,0.5,1.0,0.2951575696468353,mmlu:global_facts,validation,2.504490204155445,llama2_13b_chat,choice,choice,,,,
100,0.3165890657901764,0.3100000023841858,0.47999998927116394,0.541841982234689,0.1581971234083176,mmlu:global_facts,test,23.203473147004843,llama2_13b_chat,choice,choice,,,,
32,0.2618219470605254,0.5625,0.59375,0.6111111111111112,0.28069022111594677,mmlu:high_school_biology,validation,9.37384406849742,llama2_13b_chat,choice,choice,,,,
310,0.1704712515877139,0.6774193644523621,0.6387096643447876,0.5910238095238095,0.07903698971194607,mmlu:high_school_biology,test,87.5709333345294,llama2_13b_chat,choice,choice,,,,
22,0.30064125359058386,0.40909093618392944,0.40909093618392944,0.6752136752136753,0.3376301472837275,mmlu:high_school_chemistry,validation,6.370975516736507,llama2_13b_chat,choice,choice,,,,
203,0.2409859713662434,0.41379308700561523,0.4088670015335083,0.4628351340536215,0.30617660313404255,mmlu:high_school_chemistry,test,55.039476688951254,llama2_13b_chat,choice,choice,,,,
9,0.2520365847481621,0.7777777910232544,0.5555555820465088,0.5714285714285714,0.28481103314293754,mmlu:high_school_computer_science,validation,4.595639515668154,llama2_13b_chat,choice,choice,,,,
100,0.1541334843635559,0.5999999642372131,0.6299999952316284,0.6410416666666667,0.08199216187000274,mmlu:high_school_computer_science,test,48.73259499296546,llama2_13b_chat,choice,choice,,,,
22,0.15720224651423365,0.7272727489471436,0.7727273106575012,0.5729166666666666,0.11894437941637907,mmlu:high_school_geography,validation,4.789596550166607,llama2_13b_chat,choice,choice,,,,
198,0.18159390278536866,0.7070707082748413,0.6262626051902771,0.47857142857142865,0.07598221542859318,mmlu:high_school_geography,test,42.44875102490187,llama2_13b_chat,choice,choice,,,,
21,0.22747943231037682,0.7142857313156128,0.7142857313156128,0.5777777777777777,0.2742633876346406,mmlu:high_school_government_and_politics,validation,5.441782407462597,llama2_13b_chat,choice,choice,,,,
193,0.1270896543801757,0.7927460670471191,0.7668393850326538,0.6173202614379085,0.07601584764342234,mmlu:high_school_government_and_politics,test,47.83863925561309,llama2_13b_chat,choice,choice,,,,
43,0.2938208836455678,0.4651162624359131,0.6744186282157898,0.5065217391304349,0.08383814401404806,mmlu:high_school_macroeconomics,validation,9.633495569229126,llama2_13b_chat,choice,choice,,,,
390,0.23552503035618708,0.535897433757782,0.6307692527770996,0.4958893970234476,0.08944167846288438,mmlu:high_school_macroeconomics,test,85.23419977724552,llama2_13b_chat,choice,choice,,,,
29,0.23744304940618322,0.27586206793785095,0.6206896305084229,0.5238095238095238,0.15792068736306555,mmlu:high_school_mathematics,validation,8.284314073622227,llama2_13b_chat,choice,choice,,,,
270,0.2369200842248069,0.28148147463798523,0.5629629492759705,0.45560906131307655,0.07991999740953797,mmlu:high_school_mathematics,test,73.5268993973732,llama2_13b_chat,choice,choice,,,,
26,0.21208596000304591,0.6153846383094788,0.5769230723381042,0.525,0.17667085161575904,mmlu:high_school_microeconomics,validation,5.8392793126404285,llama2_13b_chat,choice,choice,,,,
238,0.1999973366741373,0.5840336680412292,0.6134454011917114,0.5371702637889688,0.08937589436018167,mmlu:high_school_microeconomics,test,52.53318331763148,llama2_13b_chat,choice,choice,,,,
17,0.5390769944471472,0.29411765933036804,0.5882353186607361,0.4666666666666667,0.2766119872822481,mmlu:high_school_physics,validation,5.314466241747141,llama2_13b_chat,choice,choice,,,,
151,0.3287348271600458,0.33774834871292114,0.5827814340591431,0.482843137254902,0.15462316069381915,mmlu:high_school_physics,test,44.43336761370301,llama2_13b_chat,choice,choice,,,,
60,0.11621293028195703,0.8000000715255737,0.7000000476837158,0.7291666666666666,0.058691269159317036,mmlu:high_school_psychology,validation,16.62720111384988,llama2_13b_chat,choice,choice,,,,
545,0.1283313002608238,0.752293586730957,0.721100926399231,0.658238482384824,0.05128236155991161,mmlu:high_school_psychology,test,151.31211990118027,llama2_13b_chat,choice,choice,,,,
23,0.31580342028452013,0.3478260934352875,0.739130437374115,0.7333333333333334,0.10908298129620762,mmlu:high_school_statistics,validation,9.590963080525398,llama2_13b_chat,choice,choice,,,,
216,0.24046254544346418,0.36574074625968933,0.6157407164573669,0.4382333918506883,0.05862025061139354,mmlu:high_school_statistics,test,93.25010351836681,llama2_13b_chat,choice,choice,,,,
